id,degree_centrality,betweenness_centrality,community,definition,construct,category
"('PM-METHOD', 'ability to obtain a secret clearance')",1,0.0,203,,,
"('PM-METHOD', 'federal contracting and defense')",1,0.0,216,,,
"('PM-PLAN', 'ability to obtain a secret clearance')",1,0.0,203,,,
"('PM-PLAN', 'federal contracting and defense')",1,0.0,216,,,
"('PM-RISK', 'ability to obtain a secret clearance')",1,0.0,203,,,
"('PM-RISK', 'federal contracting and defense')",1,0.0,216,,,
"('PM-TOOL', 'ability to obtain a secret clearance')",1,0.0,203,,,
"('PM-TOOL', 'federal contracting and defense')",1,0.0,216,,,
"('QUAL-PREF', 'ability to obtain a secret clearance')",1,0.0,203,,,
"('QUAL-PREF', 'federal contracting and defense')",1,0.0,216,,,
"('SS-CONFLICT', 'ability to obtain a secret clearance')",1,0.0,203,,,
"('SS-CONFLICT', 'federal contracting and defense')",1,0.0,216,,,
"('SS-LEADERSHIP', 'ability to obtain a secret clearance')",1,0.0,203,,,
"('SS-LEADERSHIP', 'federal contracting and defense')",1,0.0,216,,,
"('SS-STAKEHOLDER', 'ability to obtain a secret clearance')",1,0.0,203,,,
"('SS-STAKEHOLDER', 'federal contracting and defense')",1,0.0,216,,,
"('TECH-CONCEPT', 'ability to obtain a secret clearance')",1,0.0,203,,,
"('TECH-CONCEPT', 'federal contracting and defense')",1,0.0,216,,,
"('TECH-HANDSON', 'ability to obtain a secret clearance')",1,0.0,203,,,
"('TECH-HANDSON', 'federal contracting and defense')",1,0.0,216,,,
"('TECH-HANDSON', 'secret clearance')",1,0.0,158,,,
"('TECH-OPS', 'ability to obtain a secret clearance')",1,0.0,203,,,
"('TECH-OPS', 'federal contracting and defense')",1,0.0,216,,,
"('TECH-OPS', 'secret clearance')",1,0.0,158,,,
"('ability to obtain a secret clearance', 'federal contracting and defense')",1,0.0,216,,,
"('ability to obtain a secret clearance', 'secret clearance')",1,0.0,158,,,
"('federal contracting and defense', 'secret clearance')",1,0.0,158,,,
"('CONTEXT-COMPLEX', 'athletic apparel and footwear manufacturing/retail')",1,0.0,1,,,
athletic apparel and footwear manufacturing/retail,18,1.4629317477320495e-05,1,No definition available,Unknown,Unknown
"('CONTEXT-COMPLEX', 'willingness to take a hands-on approach')",1,0.0,4,,,
willingness to take a hands-on approach,19,1.6350413651122904e-05,4,No definition available,Unknown,Unknown
"('CONTEXT-ETHIC', 'athletic apparel and footwear manufacturing/retail')",1,0.0,1,,,
"('CONTEXT-ETHIC', 'willingness to take a hands-on approach')",1,0.0,4,,,
"('CONTEXT-REG', 'athletic apparel and footwear manufacturing/retail')",1,0.0,1,,,
"('CONTEXT-REG', 'willingness to take a hands-on approach')",1,0.0,4,,,
"('CORE-BUSINESS', 'athletic apparel and footwear manufacturing/retail')",1,0.0,1,,,
"('CORE-BUSINESS', 'willingness to take a hands-on approach')",1,0.0,4,,,
"('EXP-AI-YRS', 'athletic apparel and footwear manufacturing/retail')",1,0.0,1,,,
"('EXP-AI-YRS', 'willingness to take a hands-on approach')",1,0.0,4,,,
"('EXP-INDUSTRY', 'athletic apparel and footwear manufacturing/retail')",1,0.0,1,,,
"('EXP-INDUSTRY', 'willingness to take a hands-on approach')",1,0.0,4,,,
"('EXP-PM-YRS', 'athletic apparel and footwear manufacturing/retail')",1,0.0,1,,,
"('EXP-PM-YRS', 'willingness to take a hands-on approach')",1,0.0,4,,,
"('EXP_ROLE', 'athletic apparel and footwear manufacturing/retail')",1,0.0,1,,,
"('EXP_ROLE', 'willingness to take a hands-on approach')",1,0.0,4,,,
"('PM-METHOD', 'athletic apparel and footwear manufacturing/retail')",1,0.0,1,,,
"('PM-METHOD', 'willingness to take a hands-on approach')",1,0.0,4,,,
"('PM-PLAN', 'athletic apparel and footwear manufacturing/retail')",1,0.0,1,,,
"('PM-PLAN', 'willingness to take a hands-on approach')",1,0.0,4,,,
"('PM-RISK', 'athletic apparel and footwear manufacturing/retail')",1,0.0,1,,,
"('PM-RISK', 'willingness to take a hands-on approach')",1,0.0,4,,,
"('PM-TOOL', 'athletic apparel and footwear manufacturing/retail')",1,0.0,1,,,
"('PM-TOOL', 'willingness to take a hands-on approach')",1,0.0,4,,,
"('QUAL-PREF', 'athletic apparel and footwear manufacturing/retail')",1,0.0,1,,,
"('QUAL-PREF', 'willingness to take a hands-on approach')",1,0.0,4,,,
"('SS-CONFLICT', 'athletic apparel and footwear manufacturing/retail')",1,0.0,1,,,
"('SS-CONFLICT', 'willingness to take a hands-on approach')",1,0.0,4,,,
"('SS-LEADERSHIP', 'athletic apparel and footwear manufacturing/retail')",1,0.0,1,,,
"('SS-LEADERSHIP', 'willingness to take a hands-on approach')",1,0.0,4,,,
"('SS-STAKEHOLDER', 'athletic apparel and footwear manufacturing/retail')",1,0.0,1,,,
"('SS-STAKEHOLDER', 'willingness to take a hands-on approach')",1,0.0,4,,,
"('TECH-CONCEPT', 'athletic apparel and footwear manufacturing/retail')",1,0.0,1,,,
"('TECH-CONCEPT', 'willingness to take a hands-on approach')",1,0.0,4,,,
"('TECH-OPS', 'athletic apparel and footwear manufacturing/retail')",1,0.0,1,,,
"('TECH-OPS', 'willingness to take a hands-on approach')",1,0.0,4,,,
"('athletic apparel and footwear manufacturing/retail', 'willingness to take a hands-on approach')",1,0.0,4,,,
"('CERT-PM', 'commitment to affordability and inclusion')",1,0.0,24,,,
commitment to affordability and inclusion,20,1.8167126279025452e-05,24,No definition available,Unknown,Unknown
"('CERT-PM', 'commitment to diversity, equity, and inclusion (dei)')",1,0.0,26,,,
"commitment to diversity, equity, and inclusion (dei)",21,2.007945536102813e-05,26,No definition available,Unknown,Unknown
"('CERT-PM', 'commitment to educational innovation')",1,0.0,28,,,
commitment to educational innovation,22,2.2087400897130943e-05,28,No definition available,Unknown,Unknown
"('CERT-PM', 'crm integrations implementation')",1,0.0,30,,,
crm integrations implementation,23,2.419096288733389e-05,30,No definition available,Unknown,Unknown
"('CERT-PM', 'data-driven improvements')",1,0.0,32,,,
data-driven improvements,24,2.6390141331636972e-05,32,No definition available,Unknown,Unknown
"('CERT-PM', 'learning management systems implementation')",1,0.0,34,,,
learning management systems implementation,25,2.8684936230040185e-05,34,No definition available,Unknown,Unknown
"('CERT-PM', 'prosci certification (preferred)')",1,0.0,36,,,
prosci certification (preferred),27,3.356137538914702e-05,36,No definition available,Unknown,Unknown
"('CERT-PM', 'wasc accreditation standards familiarity')",1,0.0,38,,,
wasc accreditation standards familiarity,28,3.614301964985063e-05,38,No definition available,Unknown,Unknown
"('CONTEXT-COMPLEX', 'commitment to affordability and inclusion')",1,0.0,24,,,
"('CONTEXT-COMPLEX', 'commitment to diversity, equity, and inclusion (dei)')",1,0.0,26,,,
"('CONTEXT-COMPLEX', 'commitment to educational innovation')",1,0.0,28,,,
"('CONTEXT-COMPLEX', 'crm integrations implementation')",1,0.0,30,,,
"('CONTEXT-COMPLEX', 'data-driven improvements')",1,0.0,32,,,
"('CONTEXT-COMPLEX', 'learning management systems implementation')",1,0.0,34,,,
"('CONTEXT-COMPLEX', 'prosci certification (preferred)')",1,0.0,36,,,
"('CONTEXT-COMPLEX', 'wasc accreditation standards familiarity')",1,0.0,38,,,
"('CONTEXT-REG', 'commitment to affordability and inclusion')",1,0.0,24,,,
"('CONTEXT-REG', 'commitment to diversity, equity, and inclusion (dei)')",1,0.0,26,,,
"('CONTEXT-REG', 'commitment to educational innovation')",1,0.0,28,,,
"('CONTEXT-REG', 'crm integrations implementation')",1,0.0,30,,,
"('CONTEXT-REG', 'data-driven improvements')",1,0.0,32,,,
"('CONTEXT-REG', 'learning management systems implementation')",1,0.0,34,,,
"('CONTEXT-REG', 'prosci certification (preferred)')",1,0.0,36,,,
"('CONTEXT-REG', 'wasc accreditation standards familiarity')",1,0.0,38,,,
"('CORE-ADAPT', 'commitment to affordability and inclusion')",1,0.0,24,,,
"('CORE-ADAPT', 'commitment to diversity, equity, and inclusion (dei)')",1,0.0,26,,,
"('CORE-ADAPT', 'commitment to educational innovation')",1,0.0,28,,,
"('CORE-ADAPT', 'crm integrations implementation')",1,0.0,30,,,
"('CORE-ADAPT', 'data-driven improvements')",1,0.0,32,,,
"('CORE-ADAPT', 'learning management systems implementation')",1,0.0,34,,,
"('CORE-ADAPT', 'prosci certification (preferred)')",1,0.0,36,,,
"('CORE-ADAPT', 'wasc accreditation standards familiarity')",1,0.0,38,,,
"('CORE-BUSINESS', 'commitment to affordability and inclusion')",1,0.0,24,,,
"('CORE-BUSINESS', 'commitment to diversity, equity, and inclusion (dei)')",1,0.0,26,,,
"('CORE-BUSINESS', 'commitment to educational innovation')",1,0.0,28,,,
"('CORE-BUSINESS', 'crm integrations implementation')",1,0.0,30,,,
"('CORE-BUSINESS', 'data-driven improvements')",1,0.0,32,,,
"('CORE-BUSINESS', 'learning management systems implementation')",1,0.0,34,,,
"('CORE-BUSINESS', 'prosci certification (preferred)')",1,0.0,36,,,
"('CORE-BUSINESS', 'wasc accreditation standards familiarity')",1,0.0,38,,,
"('EDU-ADV', 'commitment to affordability and inclusion')",1,0.0,24,,,
"('EDU-ADV', 'commitment to diversity, equity, and inclusion (dei)')",1,0.0,26,,,
"('EDU-ADV', 'commitment to educational innovation')",1,0.0,28,,,
"('EDU-ADV', 'crm integrations implementation')",1,0.0,30,,,
"('EDU-ADV', 'data-driven improvements')",1,0.0,32,,,
"('EDU-ADV', 'learning management systems implementation')",1,0.0,34,,,
"('EDU-ADV', 'prosci certification (preferred)')",1,0.0,36,,,
"('EDU-ADV', 'wasc accreditation standards familiarity')",1,0.0,38,,,
"('EXP-INDUSTRY', 'commitment to affordability and inclusion')",1,0.0,24,,,
"('EXP-INDUSTRY', 'commitment to diversity, equity, and inclusion (dei)')",1,0.0,26,,,
"('EXP-INDUSTRY', 'commitment to educational innovation')",1,0.0,28,,,
"('EXP-INDUSTRY', 'crm integrations implementation')",1,0.0,30,,,
"('EXP-INDUSTRY', 'data-driven improvements')",1,0.0,32,,,
"('EXP-INDUSTRY', 'learning management systems implementation')",1,0.0,34,,,
"('EXP-INDUSTRY', 'prosci certification (preferred)')",1,0.0,36,,,
"('EXP-INDUSTRY', 'wasc accreditation standards familiarity')",1,0.0,38,,,
"('EXP-PM-YRS', 'commitment to affordability and inclusion')",1,0.0,24,,,
"('EXP-PM-YRS', 'commitment to diversity, equity, and inclusion (dei)')",1,0.0,26,,,
"('EXP-PM-YRS', 'commitment to educational innovation')",1,0.0,28,,,
"('EXP-PM-YRS', 'crm integrations implementation')",1,0.0,30,,,
"('EXP-PM-YRS', 'data-driven improvements')",1,0.0,32,,,
"('EXP-PM-YRS', 'learning management systems implementation')",1,0.0,34,,,
"('EXP-PM-YRS', 'prosci certification (preferred)')",1,0.0,36,,,
"('EXP-PM-YRS', 'wasc accreditation standards familiarity')",1,0.0,38,,,
"('EXP_ROLE', 'commitment to affordability and inclusion')",1,0.0,24,,,
"('EXP_ROLE', 'commitment to diversity, equity, and inclusion (dei)')",1,0.0,26,,,
"('EXP_ROLE', 'commitment to educational innovation')",1,0.0,28,,,
"('EXP_ROLE', 'crm integrations implementation')",1,0.0,30,,,
"('EXP_ROLE', 'data-driven improvements')",1,0.0,32,,,
"('EXP_ROLE', 'learning management systems implementation')",1,0.0,34,,,
"('EXP_ROLE', 'prosci certification (preferred)')",1,0.0,36,,,
"('EXP_ROLE', 'wasc accreditation standards familiarity')",1,0.0,38,,,
"('PM-BUDGET', 'commitment to affordability and inclusion')",1,0.0,24,,,
"('PM-BUDGET', 'commitment to diversity, equity, and inclusion (dei)')",1,0.0,26,,,
"('PM-BUDGET', 'commitment to educational innovation')",1,0.0,28,,,
"('PM-BUDGET', 'crm integrations implementation')",1,0.0,30,,,
"('PM-BUDGET', 'data-driven improvements')",1,0.0,32,,,
"('PM-BUDGET', 'learning management systems implementation')",1,0.0,34,,,
"('PM-BUDGET', 'prosci certification (preferred)')",1,0.0,36,,,
"('PM-BUDGET', 'wasc accreditation standards familiarity')",1,0.0,38,,,
"('PM-METHOD', 'commitment to affordability and inclusion')",1,0.0,24,,,
"('PM-METHOD', 'commitment to diversity, equity, and inclusion (dei)')",1,0.0,26,,,
"('PM-METHOD', 'commitment to educational innovation')",1,0.0,28,,,
"('PM-METHOD', 'crm integrations implementation')",1,0.0,30,,,
"('PM-METHOD', 'data-driven improvements')",1,0.0,32,,,
"('PM-METHOD', 'learning management systems implementation')",1,0.0,34,,,
"('PM-METHOD', 'prosci certification (preferred)')",1,0.0,36,,,
"('PM-METHOD', 'wasc accreditation standards familiarity')",1,0.0,38,,,
"('PM-PLAN', 'commitment to affordability and inclusion')",1,0.0,24,,,
"('PM-PLAN', 'commitment to diversity, equity, and inclusion (dei)')",1,0.0,26,,,
"('PM-PLAN', 'commitment to educational innovation')",1,0.0,28,,,
"('PM-PLAN', 'crm integrations implementation')",1,0.0,30,,,
"('PM-PLAN', 'data-driven improvements')",1,0.0,32,,,
"('PM-PLAN', 'learning management systems implementation')",1,0.0,34,,,
"('PM-PLAN', 'prosci certification (preferred)')",1,0.0,36,,,
"('PM-PLAN', 'wasc accreditation standards familiarity')",1,0.0,38,,,
"('PM-RISK', 'commitment to affordability and inclusion')",1,0.0,24,,,
"('PM-RISK', 'commitment to diversity, equity, and inclusion (dei)')",1,0.0,26,,,
"('PM-RISK', 'commitment to educational innovation')",1,0.0,28,,,
"('PM-RISK', 'crm integrations implementation')",1,0.0,30,,,
"('PM-RISK', 'data-driven improvements')",1,0.0,32,,,
"('PM-RISK', 'learning management systems implementation')",1,0.0,34,,,
"('PM-RISK', 'prosci certification (preferred)')",1,0.0,36,,,
"('PM-RISK', 'wasc accreditation standards familiarity')",1,0.0,38,,,
"('PM-TOOL', 'commitment to affordability and inclusion')",1,0.0,24,,,
"('PM-TOOL', 'commitment to diversity, equity, and inclusion (dei)')",1,0.0,26,,,
"('PM-TOOL', 'commitment to educational innovation')",1,0.0,28,,,
"('PM-TOOL', 'crm integrations implementation')",1,0.0,30,,,
"('PM-TOOL', 'data-driven improvements')",1,0.0,32,,,
"('PM-TOOL', 'learning management systems implementation')",1,0.0,34,,,
"('PM-TOOL', 'prosci certification (preferred)')",1,0.0,36,,,
"('PM-TOOL', 'wasc accreditation standards familiarity')",1,0.0,38,,,
"('QUAL-PREF', 'commitment to affordability and inclusion')",1,0.0,24,,,
"('QUAL-PREF', 'commitment to diversity, equity, and inclusion (dei)')",1,0.0,26,,,
"('QUAL-PREF', 'commitment to educational innovation')",1,0.0,28,,,
"('QUAL-PREF', 'crm integrations implementation')",1,0.0,30,,,
"('QUAL-PREF', 'data-driven improvements')",1,0.0,32,,,
"('QUAL-PREF', 'learning management systems implementation')",1,0.0,34,,,
"('QUAL-PREF', 'prosci certification (preferred)')",1,0.0,36,,,
"('QUAL-PREF', 'wasc accreditation standards familiarity')",1,0.0,38,,,
"('SS-CONFLICT', 'commitment to affordability and inclusion')",1,0.0,24,,,
"('SS-CONFLICT', 'commitment to diversity, equity, and inclusion (dei)')",1,0.0,26,,,
"('SS-CONFLICT', 'commitment to educational innovation')",1,0.0,28,,,
"('SS-CONFLICT', 'crm integrations implementation')",1,0.0,30,,,
"('SS-CONFLICT', 'data-driven improvements')",1,0.0,32,,,
"('SS-CONFLICT', 'learning management systems implementation')",1,0.0,34,,,
"('SS-CONFLICT', 'prosci certification (preferred)')",1,0.0,36,,,
"('SS-CONFLICT', 'wasc accreditation standards familiarity')",1,0.0,38,,,
"('SS-LEADERSHIP', 'commitment to affordability and inclusion')",1,0.0,24,,,
"('SS-LEADERSHIP', 'commitment to diversity, equity, and inclusion (dei)')",1,0.0,26,,,
"('SS-LEADERSHIP', 'commitment to educational innovation')",1,0.0,28,,,
"('SS-LEADERSHIP', 'crm integrations implementation')",1,0.0,30,,,
"('SS-LEADERSHIP', 'data-driven improvements')",1,0.0,32,,,
"('SS-LEADERSHIP', 'learning management systems implementation')",1,0.0,34,,,
"('SS-LEADERSHIP', 'prosci certification (preferred)')",1,0.0,36,,,
"('SS-LEADERSHIP', 'wasc accreditation standards familiarity')",1,0.0,38,,,
"('SS-STAKEHOLDER', 'commitment to affordability and inclusion')",1,0.0,24,,,
"('SS-STAKEHOLDER', 'commitment to diversity, equity, and inclusion (dei)')",1,0.0,26,,,
"('SS-STAKEHOLDER', 'commitment to educational innovation')",1,0.0,28,,,
"('SS-STAKEHOLDER', 'crm integrations implementation')",1,0.0,30,,,
"('SS-STAKEHOLDER', 'data-driven improvements')",1,0.0,32,,,
"('SS-STAKEHOLDER', 'learning management systems implementation')",1,0.0,34,,,
"('SS-STAKEHOLDER', 'prosci certification (preferred)')",1,0.0,36,,,
"('SS-STAKEHOLDER', 'wasc accreditation standards familiarity')",1,0.0,38,,,
"('TECH-CONCEPT', 'commitment to affordability and inclusion')",1,0.0,24,,,
"('TECH-CONCEPT', 'commitment to diversity, equity, and inclusion (dei)')",1,0.0,26,,,
"('TECH-CONCEPT', 'commitment to educational innovation')",1,0.0,28,,,
"('TECH-CONCEPT', 'crm integrations implementation')",1,0.0,30,,,
"('TECH-CONCEPT', 'data-driven improvements')",1,0.0,32,,,
"('TECH-CONCEPT', 'learning management systems implementation')",1,0.0,34,,,
"('TECH-CONCEPT', 'prosci certification (preferred)')",1,0.0,36,,,
"('TECH-CONCEPT', 'wasc accreditation standards familiarity')",1,0.0,38,,,
"('TECH-HANDSON', 'commitment to affordability and inclusion')",1,0.0,24,,,
"('TECH-HANDSON', 'commitment to diversity, equity, and inclusion (dei)')",1,0.0,26,,,
"('TECH-HANDSON', 'commitment to educational innovation')",1,0.0,28,,,
"('TECH-HANDSON', 'crm integrations implementation')",1,0.0,30,,,
"('TECH-HANDSON', 'data-driven improvements')",1,0.0,32,,,
"('TECH-HANDSON', 'learning management systems implementation')",1,0.0,34,,,
"('TECH-HANDSON', 'prosci certification (preferred)')",1,0.0,36,,,
"('TECH-HANDSON', 'wasc accreditation standards familiarity')",1,0.0,38,,,
"('commitment to affordability and inclusion', 'commitment to diversity, equity, and inclusion (dei)')",1,0.0,26,,,
"('commitment to affordability and inclusion', 'commitment to educational innovation')",1,0.0,28,,,
"('commitment to affordability and inclusion', 'crm integrations implementation')",1,0.0,30,,,
"('commitment to affordability and inclusion', 'data-driven improvements')",1,0.0,32,,,
"('commitment to affordability and inclusion', 'learning management systems implementation')",1,0.0,34,,,
"('commitment to affordability and inclusion', 'organizational skills')",1,0.0,214,,,
"('commitment to affordability and inclusion', 'prosci certification (preferred)')",1,0.0,36,,,
"('commitment to affordability and inclusion', 'wasc accreditation standards familiarity')",1,0.0,38,,,
"('commitment to diversity, equity, and inclusion (dei)', 'commitment to educational innovation')",1,0.0,28,,,
"('commitment to diversity, equity, and inclusion (dei)', 'crm integrations implementation')",1,0.0,30,,,
"('commitment to diversity, equity, and inclusion (dei)', 'data-driven improvements')",1,0.0,32,,,
"('commitment to diversity, equity, and inclusion (dei)', 'learning management systems implementation')",1,0.0,34,,,
"('commitment to diversity, equity, and inclusion (dei)', 'organizational skills')",1,0.0,214,,,
"('commitment to diversity, equity, and inclusion (dei)', 'prosci certification (preferred)')",1,0.0,36,,,
"('commitment to diversity, equity, and inclusion (dei)', 'wasc accreditation standards familiarity')",1,0.0,38,,,
"('commitment to educational innovation', 'crm integrations implementation')",1,0.0,30,,,
"('commitment to educational innovation', 'data-driven improvements')",1,0.0,32,,,
"('commitment to educational innovation', 'learning management systems implementation')",1,0.0,34,,,
"('commitment to educational innovation', 'organizational skills')",1,0.0,214,,,
"('commitment to educational innovation', 'prosci certification (preferred)')",1,0.0,36,,,
"('commitment to educational innovation', 'wasc accreditation standards familiarity')",1,0.0,38,,,
"('crm integrations implementation', 'data-driven improvements')",1,0.0,32,,,
"('crm integrations implementation', 'learning management systems implementation')",1,0.0,34,,,
"('crm integrations implementation', 'organizational skills')",1,0.0,214,,,
"('crm integrations implementation', 'prosci certification (preferred)')",1,0.0,36,,,
"('crm integrations implementation', 'wasc accreditation standards familiarity')",1,0.0,38,,,
"('data-driven improvements', 'learning management systems implementation')",1,0.0,34,,,
"('data-driven improvements', 'organizational skills')",1,0.0,214,,,
"('data-driven improvements', 'prosci certification (preferred)')",1,0.0,36,,,
"('data-driven improvements', 'wasc accreditation standards familiarity')",1,0.0,38,,,
"('learning management systems implementation', 'organizational skills')",1,0.0,214,,,
"('learning management systems implementation', 'prosci certification (preferred)')",1,0.0,36,,,
"('learning management systems implementation', 'wasc accreditation standards familiarity')",1,0.0,38,,,
"('organizational skills', 'prosci certification (preferred)')",1,0.0,36,,,
"('organizational skills', 'wasc accreditation standards familiarity')",1,0.0,38,,,
"('prosci certification (preferred)', 'wasc accreditation standards familiarity')",1,0.0,38,,,
"('40 hours per week', 'CERT-PM')",1,0.0,97,,,
CERT-PM,1,0.0,97,Mention of Project Management/Agile methodology certification,Educational Attainment,Professional Certifications
"('40 hours per week', 'CONTEXT-COMPLEX')",1,0.0,201,,,
"('40 hours per week', 'CONTEXT-ETHIC')",1,0.0,207,,,
"('40 hours per week', 'CONTEXT-REG')",1,0.0,148,,,
"('40 hours per week', 'CORE-ADAPT')",1,0.0,0,,,
"('40 hours per week', 'EXP-AI-YRS')",1,0.0,5,,,
"('40 hours per week', 'EXP-INDUSTRY')",1,0.0,6,,,
"('40 hours per week', 'EXP-PM-YRS')",1,0.0,84,,,
"('40 hours per week', 'EXP_ROLE')",1,0.0,11,,,
"('40 hours per week', 'PM-BUDGET')",1,0.0,13,,,
"('40 hours per week', 'PM-METHOD')",1,0.0,208,,,
"('40 hours per week', 'PM-PLAN')",1,0.0,15,,,
"('40 hours per week', 'PM-RISK')",1,0.0,17,,,
"('40 hours per week', 'PM-TOOL')",1,0.0,135,,,
"('40 hours per week', 'SS-LEADERSHIP')",1,0.0,23,,,
"('40 hours per week', 'SS-STAKEHOLDER')",1,0.0,25,,,
"('40 hours per week', 'TECH-CONCEPT')",1,0.0,27,,,
"('40 hours per week', 'TECH-HANDSON')",1,0.0,205,,,
"('40 hours per week', 'TECH-OPS')",1,0.0,29,,,
"('40 hours per week', 'bss/oss knowledge')",1,0.0,113,,,
bss/oss knowledge,20,1.8167126279025452e-05,113,No definition available,Unknown,Unknown
"('40 hours per week', 'contract job type')",1,0.0,114,,,
contract job type,21,2.007945536102813e-05,114,No definition available,Unknown,Unknown
"('40 hours per week', 'customer service domain')",1,0.0,115,,,
customer service domain,22,2.2087400897130943e-05,115,No definition available,Unknown,Unknown
"('40 hours per week', 'network operations knowledge')",1,0.0,116,,,
network operations knowledge,23,2.419096288733389e-05,116,No definition available,Unknown,Unknown
"('40 hours per week', 'telecom domain expertise')",1,0.0,117,,,
telecom domain expertise,24,2.6390141331636972e-05,117,No definition available,Unknown,Unknown
"('40 hours per week', 'work location onsite')",1,0.0,118,,,
work location onsite,25,2.8684936230040185e-05,118,No definition available,Unknown,Unknown
"('CERT-PM', 'bss/oss knowledge')",1,0.0,113,,,
"('CERT-PM', 'contract job type')",1,0.0,114,,,
"('CERT-PM', 'customer service domain')",1,0.0,115,,,
"('CERT-PM', 'network operations knowledge')",1,0.0,116,,,
"('CERT-PM', 'telecom domain expertise')",1,0.0,117,,,
"('CERT-PM', 'work location onsite')",1,0.0,118,,,
"('CONTEXT-COMPLEX', 'bss/oss knowledge')",1,0.0,113,,,
"('CONTEXT-COMPLEX', 'contract job type')",1,0.0,114,,,
"('CONTEXT-COMPLEX', 'customer service domain')",1,0.0,115,,,
"('CONTEXT-COMPLEX', 'network operations knowledge')",1,0.0,116,,,
"('CONTEXT-COMPLEX', 'telecom domain expertise')",1,0.0,117,,,
"('CONTEXT-COMPLEX', 'work location onsite')",1,0.0,118,,,
"('CONTEXT-ETHIC', 'bss/oss knowledge')",1,0.0,113,,,
"('CONTEXT-ETHIC', 'contract job type')",1,0.0,114,,,
"('CONTEXT-ETHIC', 'customer service domain')",1,0.0,115,,,
"('CONTEXT-ETHIC', 'network operations knowledge')",1,0.0,116,,,
"('CONTEXT-ETHIC', 'telecom domain expertise')",1,0.0,117,,,
"('CONTEXT-ETHIC', 'work location onsite')",1,0.0,118,,,
"('CONTEXT-REG', 'bss/oss knowledge')",1,0.0,113,,,
"('CONTEXT-REG', 'contract job type')",1,0.0,114,,,
"('CONTEXT-REG', 'customer service domain')",1,0.0,115,,,
"('CONTEXT-REG', 'network operations knowledge')",1,0.0,116,,,
"('CONTEXT-REG', 'telecom domain expertise')",1,0.0,117,,,
"('CONTEXT-REG', 'work location onsite')",1,0.0,118,,,
"('CORE-ADAPT', 'bss/oss knowledge')",1,0.0,113,,,
"('CORE-ADAPT', 'contract job type')",1,0.0,114,,,
"('CORE-ADAPT', 'customer service domain')",1,0.0,115,,,
"('CORE-ADAPT', 'network operations knowledge')",1,0.0,116,,,
"('CORE-ADAPT', 'telecom domain expertise')",1,0.0,117,,,
"('CORE-ADAPT', 'work location onsite')",1,0.0,118,,,
"('EXP-AI-YRS', 'bss/oss knowledge')",1,0.0,113,,,
"('EXP-AI-YRS', 'contract job type')",1,0.0,114,,,
"('EXP-AI-YRS', 'customer service domain')",1,0.0,115,,,
"('EXP-AI-YRS', 'network operations knowledge')",1,0.0,116,,,
"('EXP-AI-YRS', 'telecom domain expertise')",1,0.0,117,,,
"('EXP-AI-YRS', 'work location onsite')",1,0.0,118,,,
"('EXP-INDUSTRY', 'bss/oss knowledge')",1,0.0,113,,,
"('EXP-INDUSTRY', 'contract job type')",1,0.0,114,,,
"('EXP-INDUSTRY', 'customer service domain')",1,0.0,115,,,
"('EXP-INDUSTRY', 'network operations knowledge')",1,0.0,116,,,
"('EXP-INDUSTRY', 'telecom domain expertise')",1,0.0,117,,,
"('EXP-INDUSTRY', 'work location onsite')",1,0.0,118,,,
"('EXP-PM-YRS', 'bss/oss knowledge')",1,0.0,113,,,
"('EXP-PM-YRS', 'contract job type')",1,0.0,114,,,
"('EXP-PM-YRS', 'customer service domain')",1,0.0,115,,,
"('EXP-PM-YRS', 'network operations knowledge')",1,0.0,116,,,
"('EXP-PM-YRS', 'telecom domain expertise')",1,0.0,117,,,
"('EXP-PM-YRS', 'work location onsite')",1,0.0,118,,,
"('EXP_ROLE', 'bss/oss knowledge')",1,0.0,113,,,
"('EXP_ROLE', 'contract job type')",1,0.0,114,,,
"('EXP_ROLE', 'customer service domain')",1,0.0,115,,,
"('EXP_ROLE', 'network operations knowledge')",1,0.0,116,,,
"('EXP_ROLE', 'telecom domain expertise')",1,0.0,117,,,
"('EXP_ROLE', 'work location onsite')",1,0.0,118,,,
"('PM-BUDGET', 'bss/oss knowledge')",1,0.0,113,,,
"('PM-BUDGET', 'contract job type')",1,0.0,114,,,
"('PM-BUDGET', 'customer service domain')",1,0.0,115,,,
"('PM-BUDGET', 'network operations knowledge')",1,0.0,116,,,
"('PM-BUDGET', 'telecom domain expertise')",1,0.0,117,,,
"('PM-BUDGET', 'work location onsite')",1,0.0,118,,,
"('PM-METHOD', 'bss/oss knowledge')",1,0.0,113,,,
"('PM-METHOD', 'contract job type')",1,0.0,114,,,
"('PM-METHOD', 'customer service domain')",1,0.0,115,,,
"('PM-METHOD', 'network operations knowledge')",1,0.0,116,,,
"('PM-METHOD', 'telecom domain expertise')",1,0.0,117,,,
"('PM-METHOD', 'work location onsite')",1,0.0,118,,,
"('PM-PLAN', 'bss/oss knowledge')",1,0.0,113,,,
"('PM-PLAN', 'contract job type')",1,0.0,114,,,
"('PM-PLAN', 'customer service domain')",1,0.0,115,,,
"('PM-PLAN', 'network operations knowledge')",1,0.0,116,,,
"('PM-PLAN', 'telecom domain expertise')",1,0.0,117,,,
"('PM-PLAN', 'work location onsite')",1,0.0,118,,,
"('PM-RISK', 'bss/oss knowledge')",1,0.0,113,,,
"('PM-RISK', 'contract job type')",1,0.0,114,,,
